TUCASEID,TEAGE,TESEX,TRCHILDNUM,t020101,t020102,t020201,t020202,t020203,t020301,t020302,t020303,t020501,t020502,t020901,t020902,t020903,t020904,t020905
20130101130004,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101130112,39,1,1,25,0,60,0,20,0,0,0,0,0,0,5,1,0,0
20130101130123,47,2,0,0,0,105,30,15,0,0,0,0,0,0,0,0,0,0
20130101130611,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101130616,45,2,0,0,30,60,0,0,0,0,0,0,0,0,0,0,0,0
20130101130619,80,2,0,90,0,45,0,30,0,0,0,0,0,0,0,0,0,0
20130101130658,72,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
20130101130670,55,2,0,150,0,30,0,15,0,0,0,0,0,0,45,0,0,0
20130101130734,57,2,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
20130101130735,27,2,1,0,0,30,0,0,0,0,0,0,0,0,210,0,0,0
20130101130740,59,2,1,0,0,5,0,30,0,0,0,0,0,0,0,2,0,0
20130101130768,31,1,1,40,10,60,0,0,0,0,0,0,0,0,30,0,0,0
20130101130799,52,1,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101130826,42,2,2,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0
20130101130839,66,1,0,0,0,50,0,0,0,0,30,0,0,0,0,0,0,0
20130101130867,66,2,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0
20130101130871,45,1,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20130101130891,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101130910,53,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
20130101130970,43,2,1,60,90,60,0,20,0,0,0,0,0,0,0,0,0,0
20130101130996,36,2,2,60,0,50,0,0,0,0,0,0,0,0,0,0,0,0
20130101131007,53,2,0,0,0,65,0,0,0,0,0,0,0,0,13,0,0,0
20130101131043,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131054,59,2,6,0,40,95,0,60,0,0,0,0,0,0,0,0,0,0
20130101131056,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131066,48,1,0,30,2,70,0,0,0,0,0,0,0,0,0,0,0,0
20130101131096,55,2,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20130101131099,80,2,0,60,60,30,0,0,0,0,0,0,0,0,0,0,0,0
20130101131112,24,2,7,0,335,40,0,0,0,0,0,0,0,0,0,0,0,0
20130101131117,49,2,1,0,0,25,0,60,0,0,0,0,0,0,0,0,0,0
20130101131143,67,2,0,30,0,25,0,0,0,0,0,0,0,10,53,0,0,0
20130101131145,45,1,0,0,0,0,0,0,0,0,0,0,0,60,180,3,0,0
20130101131151,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131165,59,2,0,0,0,0,0,0,313,0,0,0,0,0,0,15,0,0
20130101131166,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131179,61,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20130101131190,36,2,4,150,5,60,10,30,0,0,0,0,0,0,0,0,0,0
20130101131197,66,1,0,0,0,30,0,0,0,0,0,0,0,0,5,0,0,0
20130101131206,73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0
20130101131213,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131216,70,2,1,436,0,31,0,90,0,0,0,0,0,0,0,0,0,0
20130101131230,56,1,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0
20130101131231,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131233,58,2,0,0,0,30,0,10,0,0,0,0,0,0,50,20,0,0
20130101131249,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131289,46,1,2,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131301,41,2,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
20130101131340,75,1,0,45,0,130,0,0,0,0,0,0,0,0,60,0,0,0
20130101131356,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131401,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131435,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131445,66,2,0,0,0,72,0,0,0,0,0,0,0,0,0,15,0,0
20130101131465,35,2,1,0,45,105,0,20,0,0,0,0,0,0,30,0,0,0
20130101131491,70,2,0,50,25,30,0,30,0,0,0,0,0,0,0,0,0,10
20130101131512,68,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0
20130101131519,60,1,0,0,0,20,0,0,0,0,0,0,0,0,180,0,0,0
20130101131541,57,1,0,60,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20130101131553,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131563,62,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20130101131570,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131578,31,2,1,0,30,45,0,0,0,0,0,0,0,0,0,0,0,0
20130101131579,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131580,39,1,0,0,0,65,0,30,0,0,0,0,0,0,0,2,0,0
20130101131581,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131643,57,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20130101131651,53,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
20130101131664,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131684,34,2,3,120,30,90,0,30,0,0,0,0,0,0,0,0,0,0
20130101131689,66,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20130101131690,29,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20130101131694,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131700,51,2,0,120,0,60,0,0,0,0,0,0,0,0,0,30,0,0
20130101131715,24,2,2,20,0,80,0,30,0,0,0,0,0,0,0,0,0,0
20130101131718,37,2,7,0,0,65,0,142,0,0,0,0,0,0,2,0,0,0
20130101131749,60,2,0,0,0,45,0,0,0,0,0,0,0,0,20,31,30,0
20130101131808,58,2,0,0,90,15,0,0,0,0,0,0,0,0,15,0,0,0
20130101131810,66,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131845,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
20130101131856,43,2,1,0,0,55,0,0,0,0,0,0,0,0,10,0,0,0
20130101131880,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101131882,22,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20130101131897,65,1,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0
20130101131898,60,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20130101131901,67,2,0,585,0,35,0,0,0,0,0,90,0,0,0,0,0,0
20130101131917,33,2,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
20130101131941,37,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20130101131972,46,2,2,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0
20130101131976,64,2,0,120,90,80,0,30,0,0,0,30,0,0,0,0,0,0
20130101131999,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132004,49,1,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0
20130101132017,40,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
20130101132022,32,1,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
20130101132033,69,2,0,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20130101132036,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132043,64,2,1,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0
20130101132075,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132107,61,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20130101132117,27,2,2,0,0,45,0,30,0,0,0,0,0,0,0,0,0,0
20130101132143,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132144,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132217,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132281,77,1,0,180,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20130101132285,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132343,68,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20130101132359,60,2,0,10,0,30,0,20,0,0,0,0,0,30,0,5,0,0
20130101132390,56,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0
20130101132398,85,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
20130101132423,62,2,0,0,0,60,0,280,0,0,0,0,0,0,0,0,0,0
20130101132429,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132487,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101132497,48,1,1,0,0,50,0,0,0,0,0,0,0,0,0,0,30,0
20130110122221,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120004,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120010,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120015,85,2,0,30,0,75,0,80,0,0,0,0,0,0,0,0,0,0
20130111120062,34,1,2,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0
20130111120108,34,2,2,0,0,25,0,5,0,0,0,0,0,0,20,0,0,0
20130111120111,31,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120122,23,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20130111120138,57,2,0,0,0,7,0,0,0,0,0,0,0,0,10,10,0,0
20130111120145,52,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
20130111120508,31,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20130111120525,62,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20130111120545,32,1,2,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0
20130111120554,38,2,1,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0
20130111120560,51,2,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20130111120570,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120575,17,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120589,85,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
20130111120599,47,2,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20130111120609,49,1,1,30,0,45,0,0,0,0,0,0,0,0,0,0,5,0
20130111120625,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120633,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120638,39,2,0,180,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20130111120669,51,2,0,0,30,80,0,45,0,0,0,0,0,0,0,0,0,0
20130111120678,43,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120684,16,2,3,0,30,0,0,60,0,0,0,0,0,0,0,0,0,0
20130111120692,45,1,3,185,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20130111120701,56,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
20130111120708,55,2,1,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0
20130111120737,23,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120738,56,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120741,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120751,61,2,0,0,0,120,0,30,0,0,0,0,0,0,0,0,0,0
20130111120767,40,1,2,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0
20130111120774,80,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20130111120778,42,2,4,390,75,195,0,0,0,0,0,0,0,0,0,0,0,0
20130111120784,42,1,2,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0
20130111120798,32,2,5,60,15,90,0,45,0,0,0,0,0,0,10,0,0,0
20130111120799,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120801,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120803,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120805,37,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20130111120823,69,2,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0
20130111120829,47,2,1,100,60,0,0,0,0,0,0,0,0,0,0,0,0,0
20130111120832,53,2,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
20130111120847,19,1,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20130111120850,55,2,0,138,150,170,0,0,0,0,0,0,0,0,0,0,0,0
