TUCASEID,TEAGE,TESEX,TRCHILDNUM,t020101,t020102,t020201,t020202,t020203,t020301,t020302,t020303,t020501,t020502,t020901,t020902,t020903,t020904,t020905
20230101230035,23,1,0,0,0,50,0,0,0,0,0,0,0,90,0,0,0,0
20230101230077,57,2,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101230105,80,2,0,10,0,45,0,15,0,0,0,0,0,0,0,0,0,0
20230101230522,71,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101230524,40,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230556,80,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,30,0
20230101230565,56,2,0,0,15,15,0,0,0,0,0,0,0,0,10,0,0,0
20230101230623,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230625,68,1,0,10,0,140,0,0,0,0,0,0,0,0,0,0,0,0
20230101230628,21,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230644,70,2,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0
20230101230650,24,2,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230101230663,53,1,0,120,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230101230670,35,2,2,32,0,90,0,20,0,0,0,0,0,0,0,0,0,0
20230101230683,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230690,37,2,0,0,0,65,0,60,0,0,0,0,0,0,0,0,0,0
20230101230712,85,2,0,120,60,120,0,75,0,0,0,0,0,0,0,45,0,0
20230101230713,38,1,3,30,0,60,0,0,365,0,0,0,0,0,0,0,0,0
20230101230733,57,2,2,90,0,180,0,30,0,0,0,90,0,0,0,0,0,0
20230101230746,37,1,2,30,0,30,30,0,0,0,0,0,0,0,5,0,0,0
20230101230758,80,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
20230101230761,34,2,2,120,60,45,0,0,0,0,0,0,0,0,0,0,0,0
20230101230769,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230808,80,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
20230101230812,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230827,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230865,64,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20230101230866,72,2,0,119,0,0,0,60,0,0,0,0,0,0,60,0,0,0
20230101230884,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230886,74,2,0,60,0,55,0,45,0,0,0,0,0,0,0,0,0,0
20230101230894,22,2,0,0,300,40,0,0,0,0,0,90,0,0,0,0,0,0
20230101230898,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
20230101230903,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101230908,69,1,0,0,30,0,0,0,0,0,0,120,0,0,0,0,0,0
20230101230913,44,2,1,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0
20230101230925,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231024,24,2,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231039,42,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231045,80,2,0,75,116,21,0,25,0,0,0,0,0,0,0,0,0,0
20230101231048,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231075,75,2,0,0,0,15,0,30,0,0,0,0,0,0,0,0,0,0
20230101231081,71,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20230101231096,64,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20230101231112,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231119,60,1,0,0,0,0,0,15,0,0,0,30,0,0,0,0,0,0
20230101231127,40,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
20230101231150,62,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231151,36,2,0,120,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230101231154,73,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0
20230101231156,74,1,0,0,0,60,0,15,0,0,30,0,0,0,90,0,0,0
20230101231166,50,1,4,0,0,40,0,30,0,0,0,0,0,0,0,0,0,0
20230101231169,21,1,0,120,0,180,0,0,0,0,0,0,0,0,0,0,0,0
20230101231180,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231199,59,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
20230101231201,85,1,0,0,0,120,0,20,0,0,0,0,0,0,0,0,0,0
20230101231212,61,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230101231223,28,1,0,0,0,15,0,0,0,0,0,0,0,0,10,5,0,0
20230101231235,79,2,0,0,75,5,0,15,0,0,0,0,0,0,0,0,0,0
20230101231240,35,1,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
20230101231263,73,2,1,0,0,50,0,10,0,0,0,0,0,60,0,0,0,0
20230101231264,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231328,29,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231336,73,2,0,0,8,30,0,57,0,0,0,0,0,45,0,3,0,0
20230101231349,42,1,2,0,0,45,0,60,0,0,0,0,0,0,0,0,0,0
20230101231387,76,2,0,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0
20230101231408,38,2,2,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0
20230101231409,35,1,2,0,0,60,0,60,0,0,0,0,0,0,0,10,0,0
20230101231447,63,2,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231456,78,2,0,45,60,0,0,0,0,0,0,0,0,60,0,0,0,0
20230101231480,23,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231489,37,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231521,46,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231547,47,1,1,240,0,195,0,0,0,0,0,0,0,0,0,0,0,0
20230101231552,70,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20230101231553,43,1,0,25,0,6,0,15,0,0,0,0,0,0,0,0,0,0
20230101231567,72,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231579,62,2,0,0,0,43,0,10,0,0,0,0,0,0,51,0,0,0
20230101231581,77,2,0,0,0,100,0,15,0,0,0,0,0,0,0,0,0,0
20230101231587,39,1,1,60,0,150,0,0,0,0,0,0,0,0,0,0,0,0
20230101231591,80,2,0,170,60,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231597,73,2,0,0,0,5,0,60,0,0,0,0,0,0,10,0,0,0
20230101231601,31,2,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
20230101231613,51,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231635,51,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230101231665,64,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
20230101231673,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231681,33,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231688,79,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231710,77,1,0,60,0,150,0,30,0,0,0,0,0,0,0,0,0,0
20230101231717,60,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231726,70,1,0,0,0,60,0,30,0,0,0,0,0,0,0,0,0,0
20230101231738,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231739,41,1,4,0,0,60,0,20,0,0,0,0,0,0,0,0,0,0
20230101231742,55,2,1,120,0,50,0,0,0,0,0,0,0,0,0,0,0,0
20230101231744,80,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231779,50,2,2,120,150,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231782,44,2,0,0,0,90,0,0,0,0,0,0,0,0,385,0,0,0
20230101231792,45,2,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
20230101231798,38,2,4,20,75,105,0,55,0,0,0,0,0,0,25,0,20,0
20230101231807,52,1,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
20230101231835,76,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
20230101231890,42,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
20230101231892,73,1,0,60,0,60,0,0,300,0,0,0,0,0,0,0,0,0
20230101231895,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231905,29,2,0,40,0,60,0,20,0,0,0,0,0,0,5,0,0,0
20230101231906,33,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231909,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231913,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20230101231919,48,2,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
20230101231925,67,2,0,25,0,50,0,15,0,0,0,0,0,0,0,0,0,0
20230101231937,35,2,3,0,0,40,0,15,0,0,0,0,0,0,0,0,0,0
20230101231951,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101231958,65,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20230101231964,39,1,3,0,0,60,0,30,0,0,0,0,0,0,0,0,0,0
20230101231967,67,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20230101231974,50,2,0,188,0,40,0,35,0,0,0,0,0,0,0,0,0,0
20230101231975,36,1,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101231996,46,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20230101232031,54,2,0,60,30,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101232046,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232072,58,2,1,29,0,25,0,0,0,0,0,0,0,0,0,0,0,0
20230101232093,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232103,30,2,2,0,0,115,0,15,0,0,0,0,0,0,0,0,0,0
20230101232108,71,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230101232141,61,1,0,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0
20230101232146,28,1,1,0,0,65,0,45,0,0,0,30,0,0,0,0,0,0
20230101232148,57,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20230101232154,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232155,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232217,67,2,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0
20230101232224,37,1,3,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0
20230101232237,27,1,0,0,0,45,0,15,0,0,0,0,0,0,15,0,0,0
20230101232240,37,2,2,0,30,204,0,55,0,0,0,0,0,0,0,0,0,0
20230101232251,73,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
20230101232274,61,2,0,120,0,240,0,0,0,0,0,0,0,0,0,0,0,0
20230101232283,52,2,0,0,0,60,0,60,0,0,0,15,0,0,0,0,0,0
20230101232290,36,1,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20230101232308,47,1,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101232313,60,1,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,0
20230101232315,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232321,66,2,0,20,0,20,0,30,0,0,0,0,0,60,0,0,0,0
20230101232326,73,2,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0
20230101232328,72,2,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0
20230101232339,80,1,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0
20230101232343,61,2,0,15,60,90,15,75,0,0,0,0,0,0,15,0,0,0
20230101232344,60,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230101232382,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232388,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232394,85,2,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0
20230101232395,32,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232397,63,2,0,120,0,0,0,20,0,0,0,0,0,0,0,0,0,0
20230101232415,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232434,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232469,58,1,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0
20230101232479,36,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20230101232480,35,2,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0
20230101232492,50,2,0,0,130,30,0,10,0,0,0,0,0,0,0,0,0,0
20230101232500,49,1,2,30,0,105,0,40,0,0,0,0,0,0,0,6,0,0
20230101232507,80,1,0,65,0,0,0,15,0,0,0,35,0,0,150,0,0,0
20230101232525,66,2,0,0,60,140,0,30,0,0,0,60,0,90,0,0,0,0
20230101232539,80,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
20230101232551,70,2,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0
20230101232558,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230101232559,58,2,0,0,0,30,0,15,0,0,0,0,0,0,15,0,0,0
20230101232562,67,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230101232577,69,1,0,0,0,50,0,0,0,0,0,0,0,0,2,0,0,0
20230110220559,21,1,0,240,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20230110220718,17,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20230110220729,30,2,0,0,0,0,0,10,0,0,0,0,0,0,298,0,0,0
20230110221465,24,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20230110221488,63,2,0,0,0,60,0,10,0,0,0,0,0,0,8,0,0,0
20230110221705,39,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20230110221771,61,2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
20230111220001,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220043,59,2,0,45,0,90,0,0,0,0,0,0,0,0,0,0,0,60
20230111220051,40,1,1,0,0,105,0,25,0,0,0,0,0,0,0,0,0,0
20230111220063,54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220071,66,1,0,0,0,60,0,0,240,0,0,0,0,0,0,0,0,0
20230111220081,80,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230111220509,65,2,0,220,0,60,0,0,0,0,0,60,0,0,0,0,0,0
20230111220571,80,2,0,0,0,30,0,70,0,0,0,0,0,0,0,0,120,0
20230111220575,54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220580,69,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
20230111220594,67,2,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0
20230111220595,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220598,44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220606,58,2,0,0,180,30,0,0,0,0,0,0,0,0,0,0,0,0
20230111220626,51,2,1,0,0,0,0,90,0,0,0,0,0,0,30,0,0,0
20230111220629,65,2,2,0,0,80,0,0,0,0,0,10,0,0,0,0,0,0
20230111220643,53,1,1,160,0,0,0,0,0,0,0,0,0,0,20,0,0,0
20230111220657,23,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20230111220659,38,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20230111220671,70,2,0,5,0,187,0,60,0,0,0,0,0,0,10,0,5,0
20230111220704,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220710,40,1,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20230111220711,68,2,0,0,60,7,0,80,0,0,0,0,0,0,0,0,0,0
20230111220714,42,2,2,0,0,60,0,15,0,0,0,0,0,0,0,0,0,0
20230111220728,60,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20230111220761,15,2,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220769,22,2,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220784,52,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230111220786,38,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
20230111220818,55,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220826,52,1,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220848,46,2,0,0,45,25,0,25,0,0,0,0,0,0,0,0,0,0
20230111220849,64,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
20230111220877,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220881,39,2,2,120,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20230111220898,47,2,1,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20230111220903,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220905,37,1,0,168,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20230111220909,64,2,1,0,0,83,0,5,0,0,0,0,0,0,0,0,0,0
20230111220911,56,1,1,90,58,94,0,50,0,0,0,0,0,0,0,0,0,0
20230111220913,33,1,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220931,53,2,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220976,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111220977,58,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0
20230111220991,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111221009,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111221012,80,2,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
20230111221015,59,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,60,0
20230111221025,31,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20230111221030,61,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111221034,28,2,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20230111221038,57,1,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0
20230111221047,41,2,1,45,60,30,0,0,0,0,0,0,0,0,0,0,0,0
20230111221052,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111221063,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230111221070,50,1,2,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0
