TUCASEID,TEAGE,TESEX,TRCHILDNUM,t020101,t020102,t020201,t020202,t020203,t020301,t020302,t020303,t020501,t020502,t020901,t020902,t020903,t020904,t020905
20070101070044,36,1,1,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070048,58,2,0,0,0,5,0,20,0,0,0,0,0,0,15,0,0,0
20070101070051,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
20070101070052,24,2,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20070101070067,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070077,57,1,0,30,0,0,0,0,0,0,0,30,0,0,0,0,30,0
20070101070083,64,2,0,0,360,120,0,0,0,0,0,0,0,0,0,0,0,0
20070101070084,25,2,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20070101070088,85,2,0,135,0,0,0,10,0,0,0,0,0,0,0,0,0,0
20070101070502,41,2,4,105,147,96,6,110,0,0,0,0,0,0,10,0,0,5
20070101070508,46,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
20070101070509,52,1,0,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0
20070101070512,37,2,0,120,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20070101070513,33,1,2,120,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20070101070515,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070534,53,2,0,150,30,90,0,30,0,0,0,0,0,0,30,0,0,0
20070101070557,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070584,59,2,0,120,90,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070587,37,2,1,45,5,6,0,0,0,0,0,0,0,0,0,0,10,0
20070101070594,60,2,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0
20070101070597,36,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
20070101070599,45,2,2,0,0,40,0,45,0,0,0,0,0,0,0,0,0,0
20070101070600,44,2,2,0,0,75,0,20,0,0,0,0,0,0,0,0,30,0
20070101070602,28,2,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0
20070101070610,67,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20070101070614,57,1,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0
20070101070630,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
20070101070673,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070683,44,2,0,0,15,30,0,10,0,0,0,0,0,0,0,0,0,0
20070101070684,16,1,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070700,49,2,1,30,0,15,0,0,0,0,0,0,0,0,155,0,45,0
20070101070703,44,2,3,60,20,35,0,20,0,0,0,0,0,0,0,0,0,0
20070101070704,22,2,1,30,0,60,0,30,0,0,0,0,0,0,0,0,0,0
20070101070716,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20070101070719,51,1,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
