TUCASEID,TEAGE,TESEX,TRCHILDNUM,t020101,t020102,t020201,t020202,t020203,t020301,t020302,t020303,t020501,t020502,t020901,t020902,t020903,t020904,t020905
20210101210037,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210081,30,2,1,0,0,25,0,0,105,0,0,0,0,0,5,0,0,0
20210101210099,43,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
20210101210101,23,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20210101210109,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210115,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210131,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210139,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210155,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210175,17,2,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20210101210180,23,1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
20210101210201,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210223,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210240,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210247,20,1,0,30,0,25,0,10,0,0,0,0,0,0,0,0,0,0
20210101210269,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210275,24,1,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
20210101210276,23,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
20210101210285,15,1,1,0,0,0,0,0,30,0,0,0,0,0,2,0,0,0
20210101210292,17,1,2,60,150,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210295,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210322,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210339,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210340,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210536,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210537,66,1,0,0,0,35,15,0,0,0,0,60,0,0,0,0,0,0
20210101210549,25,2,1,0,0,90,0,120,0,0,0,0,0,0,0,0,0,0
20210101210572,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101210576,49,1,0,90,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20210101210580,64,1,1,0,0,10,0,0,0,0,120,0,0,0,0,0,0,0
20210101210600,65,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
