TUCASEID,TEAGE,TESEX,TRCHILDNUM,t020101,t020102,t020201,t020202,t020203,t020301,t020302,t020303,t020501,t020502,t020901,t020902,t020903,t020904,t020905
20160101160045,62,2,0,75,6,50,0,45,0,0,0,0,0,0,0,0,0,0
20160101160066,69,1,0,60,0,150,0,0,0,0,0,0,0,0,0,0,0,0
20160101160069,24,2,2,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
20160101160083,31,2,3,20,50,90,0,50,60,0,0,0,0,0,0,0,0,0
20160101160084,59,2,0,30,25,0,0,0,0,0,0,0,0,10,25,15,0,0
20160101160094,16,2,4,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0
20160101160116,43,2,3,0,0,80,0,0,0,0,0,0,0,0,135,0,0,0
20160101160135,34,2,3,180,90,5,0,30,0,0,0,0,0,0,0,0,0,0
20160101160139,63,1,0,0,0,60,0,0,0,0,0,0,0,0,0,15,0,0
20160101160533,39,2,2,120,0,40,0,0,0,0,0,0,0,0,0,0,0,0
20160101160546,35,1,2,0,0,60,0,30,0,0,0,0,0,0,30,0,0,0
20160101160550,54,2,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
20160101160560,40,2,0,0,180,30,0,0,0,0,0,0,0,0,0,0,0,0
20160101160564,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160569,76,2,0,40,0,0,0,0,0,0,0,0,0,25,0,0,0,0
20160101160571,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160573,16,1,1,90,0,0,0,90,0,0,0,0,0,0,0,0,0,0
20160101160574,70,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20160101160578,68,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160591,36,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160602,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160611,50,2,0,65,90,2,0,45,0,0,0,0,0,0,0,0,0,0
20160101160613,52,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20160101160631,70,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
20160101160632,26,1,0,30,30,90,0,60,0,0,0,0,0,0,0,0,0,0
20160101160648,63,1,0,0,60,65,0,45,0,0,0,180,0,0,0,0,0,0
20160101160658,25,2,0,0,0,55,0,0,0,0,0,0,0,0,90,0,0,0
20160101160660,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160663,32,2,2,60,75,45,0,20,0,0,0,0,0,0,0,0,0,0
20160101160674,65,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20160101160680,76,2,0,2,0,15,0,2,0,0,0,15,0,0,0,0,0,0
20160101160694,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160734,43,1,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
20160101160758,52,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20160101160769,50,2,2,120,0,135,0,30,0,0,0,0,0,0,0,0,0,0
20160101160813,46,1,1,25,25,10,0,30,0,0,0,0,0,0,0,0,0,0
20160101160820,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160828,44,2,2,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0
20160101160829,76,2,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0
20160101160835,53,2,2,0,15,40,0,20,0,0,0,0,0,0,0,0,0,0
20160101160837,46,2,2,0,90,20,0,0,0,0,0,0,0,0,0,0,0,0
20160101160846,29,2,2,0,120,80,0,60,0,0,0,0,0,0,60,0,0,0
20160101160856,69,1,0,0,0,0,0,0,10,0,0,0,0,0,33,0,0,0
20160101160862,35,2,1,250,15,15,0,0,0,0,0,0,0,0,5,0,0,0
20160101160869,45,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20160101160884,68,1,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
20160101160894,58,2,0,0,50,60,0,25,0,0,0,0,0,0,30,0,0,0
20160101160914,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160915,40,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20160101160916,22,1,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0
20160101160917,56,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20160101160942,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101160969,75,2,0,120,0,105,0,0,0,0,0,0,0,0,0,0,0,0
20160101160974,47,1,0,30,75,30,0,0,0,0,0,0,0,0,0,0,0,0
20160101160982,59,2,0,30,0,10,0,30,0,0,0,0,0,30,0,0,10,0
20160101160995,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161013,30,1,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20160101161019,85,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
20160101161031,76,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161056,85,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161068,70,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
20160101161070,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161076,51,2,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
20160101161080,49,1,3,0,0,150,0,0,0,0,0,0,0,45,0,0,0,0
20160101161086,26,2,1,80,15,60,0,20,0,0,0,0,0,0,0,0,0,0
20160101161107,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161115,37,1,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20160101161136,40,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
20160101161141,68,1,0,0,60,45,0,0,0,0,0,0,0,60,0,0,0,0
20160101161144,66,2,0,30,45,60,0,30,0,0,0,0,0,0,0,0,0,0
20160101161156,43,2,2,0,0,40,0,30,0,0,0,0,0,0,0,0,30,0
20160101161157,61,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20160101161158,80,1,0,90,0,75,0,30,0,0,15,0,0,0,0,0,0,0
20160101161187,54,1,0,240,0,120,0,0,0,0,0,0,0,0,0,0,0,0
20160101161189,46,2,0,25,17,17,0,0,0,0,0,0,0,0,0,0,0,0
20160101161190,26,1,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0
20160101161200,70,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20160101161215,70,2,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161237,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161238,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160101161245,73,2,0,0,0,75,0,40,0,0,0,0,0,0,0,20,0,0
20160101161249,36,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20160101161256,58,2,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0
20160101161276,67,2,0,0,0,90,0,90,0,0,0,0,0,0,60,20,90,0
