TUCASEID,TEAGE,TESEX,TRCHILDNUM,t020101,t020102,t020201,t020202,t020203,t020301,t020302,t020303,t020501,t020502,t020901,t020902,t020903,t020904,t020905
20040101040003,71,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20040101040060,30,2,0,30,0,240,0,0,0,0,0,0,0,0,0,0,0,0
20040101040079,29,1,1,30,0,45,0,0,0,0,0,0,0,0,0,0,0,0
20040101040080,16,1,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20040101040110,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040502,47,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
20040101040513,75,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040534,76,2,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0
20040101040540,61,2,0,60,60,0,0,0,0,0,0,60,0,0,0,0,0,0
20040101040558,45,1,3,90,0,120,0,0,0,0,0,0,0,0,0,0,0,0
20040101040559,68,2,0,0,0,20,0,20,0,0,0,0,0,0,30,0,27,0
20040101040561,36,1,0,60,0,125,0,0,0,0,0,0,0,0,15,5,0,0
20040101040589,25,2,1,45,30,45,0,50,0,0,0,0,0,0,0,0,0,0
20040101040590,40,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
20040101040599,77,2,0,30,0,0,0,20,0,0,0,0,0,0,0,0,0,0
20040101040600,78,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20040101040601,32,1,1,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0
20040101040604,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040617,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040639,80,2,0,115,0,30,0,70,0,0,0,0,0,0,110,185,0,0
20040101040657,52,2,0,5,45,0,0,0,0,0,0,0,0,30,0,1,30,0
20040101040678,16,2,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040679,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040690,80,2,0,10,30,95,0,30,0,0,0,20,0,0,60,0,0,0
20040101040704,28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040707,36,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20040101040725,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040726,31,2,2,120,0,120,0,30,0,0,0,0,0,0,0,0,0,0
20040101040737,57,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040755,43,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
20040101040763,52,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040774,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040786,22,2,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101040787,40,1,2,0,0,100,0,30,0,0,0,0,0,0,0,0,0,0
20040101040796,29,2,2,75,30,140,15,90,0,0,0,0,0,0,30,0,0,0
20040101040811,27,2,1,184,0,92,0,20,0,0,0,0,0,0,0,0,0,0
20040101040814,44,2,1,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0
20040101040854,56,2,1,0,40,70,0,30,0,0,0,0,0,0,0,0,0,0
